customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4522-Gamma-830,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.06,4461.94,Yes
7144-Alpha-831,Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.97,725.67,No
3486-Alpha-832,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.79,1245.27,No
4519-Alpha-833,Female,1,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.86,1859.78,No
8001-Beta-834,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,74.47,4989.49,No
2840-Gamma-835,Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),92.21,5624.81,No
8439-Gamma-836,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,81.94,4916.4,No
6351-Gamma-837,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.67,4293.45,No
2134-Beta-838,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.59,795.9,No
8203-Alpha-839,Female,0,No,Yes,6,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.79,496.74,Yes
2521-Alpha-840,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.26,3410.4,Yes
5182-Gamma-841,Male,1,Yes,Yes,24,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),62.95,1510.8,Yes
5926-Alpha-842,Male,1,No,Yes,51,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,87.45,4459.95,No
3297-Gamma-843,Female,0,Yes,Yes,46,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,84.54,3888.84,No
6981-Alpha-844,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,78.41,1097.74,No
8708-Alpha-845,Male,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.46,5060.7,Yes
8793-Beta-846,Female,1,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),60.09,120.18,Yes
9074-Gamma-847,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.92,6835.2,Yes
4024-Gamma-848,Female,1,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,78.3,1017.9,No
1234-Alpha-849,Male,0,Yes,No,33,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,71.62,2363.46,Yes
8425-Gamma-850,Female,1,Yes,No,44,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.5,2794.0,Yes
9504-Beta-851,Male,1,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.62,2333.76,Yes
2820-Alpha-852,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.5,268.5,Yes
4255-Gamma-853,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,123.12,6402.24,No
5561-Alpha-854,Female,1,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.29,906.63,No
3230-Gamma-855,Female,0,Yes,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.82,5476.38,Yes
4972-Beta-856,Male,1,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,101.58,3352.14,No
8264-Alpha-857,Female,1,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.75,1031.25,Yes
4804-Gamma-858,Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.48,4714.08,Yes
3759-Gamma-859,Female,1,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.4,964.8,No
5123-Gamma-860,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,108.88,2939.76,Yes
8993-Gamma-861,Female,1,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),110.0,4840.0,No
8548-Gamma-862,Male,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),110.25,4851.0,No
6875-Gamma-863,Female,1,Yes,No,28,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),61.58,1724.24,No
6710-Alpha-864,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.23,3579.66,Yes
4312-Beta-865,Female,1,No,No,45,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.92,3416.4,No
9818-Alpha-866,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,73.78,3615.22,Yes
5815-Gamma-867,Male,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,115.51,4389.38,Yes
8214-Gamma-868,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),99.98,4999.0,No
5284-Gamma-869,Female,1,No,No,18,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.53,1377.54,No
2583-Gamma-870,Female,1,Yes,Yes,55,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),49.35,2714.25,No
2059-Alpha-871,Male,1,Yes,No,43,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),73.67,3167.81,No
8058-Gamma-872,Male,1,Yes,No,49,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.65,3510.85,Yes
6871-Gamma-873,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,116.11,1277.21,Yes
2542-Beta-874,Female,1,No,No,28,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),75.29,2108.12,No
2486-Alpha-875,Female,1,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,56.51,2882.01,No
7113-Alpha-876,Male,0,Yes,Yes,40,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.93,2517.2,Yes
3978-Gamma-877,Male,1,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,84.99,1784.79,Yes
6106-Beta-878,Male,1,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.49,4549.48,Yes
6543-Alpha-879,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.83,1904.94,No
9951-Gamma-880,Male,1,No,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.2,72.8,Yes
7984-Beta-881,Female,1,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.1,2382.9,Yes
9643-Alpha-882,Male,0,No,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.15,1243.0,Yes
8107-Gamma-883,Male,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,106.98,748.86,Yes
1741-Beta-884,Male,0,No,Yes,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,77.3,3478.5,No
5033-Gamma-885,Female,1,No,Yes,17,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.86,1034.62,No
5152-Gamma-886,Male,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.91,1902.56,Yes
3742-Gamma-887,Female,1,No,No,24,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,87.52,2100.48,No
3082-Gamma-888,Male,1,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),121.82,3167.32,Yes
8177-Gamma-889,Male,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),104.25,3231.75,Yes
4287-Gamma-890,Male,1,No,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.03,2673.99,No
2136-Alpha-891,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,101.59,3047.7,No
2700-Gamma-892,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),107.53,2795.78,Yes
7336-Beta-893,Male,1,No,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.42,3234.42,No
7364-Beta-894,Male,1,Yes,No,18,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),77.06,1387.08,No
4409-Beta-895,Female,1,No,No,14,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,57.62,806.68,No
5030-Alpha-896,Male,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.81,686.53,No
5920-Gamma-897,Female,0,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.51,184.59,No
9478-Beta-898,Male,1,Yes,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),15.77,252.32,No
3553-Gamma-899,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.19,343.8,No
3139-Beta-900,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.03,850.51,Yes
6431-Alpha-901,Female,1,Yes,Yes,44,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.67,2757.48,No
5968-Alpha-902,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,86.4,3369.6,No
1645-Alpha-903,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),101.92,3771.04,No
2392-Beta-904,Male,0,Yes,No,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.1,2214.8,Yes
1261-Gamma-905,Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,6736.0,No
8355-Beta-906,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.73,3225.09,No
7226-Beta-907,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,736.2,No
6605-Alpha-908,Female,1,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.0,4758.0,No
2753-Alpha-909,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.07,1674.66,No
1158-Gamma-910,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.68,2267.0,No
2502-Gamma-911,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.37,1159.25,Yes
6249-Gamma-912,Male,1,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,108.91,6970.24,No
5313-Alpha-913,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),87.15,4008.9,No
5111-Beta-914,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.32,2330.64,Yes
1196-Gamma-915,Male,1,No,Yes,33,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),59.26,1955.58,Yes
6135-Gamma-916,Male,0,Yes,Yes,61,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.05,3663.05,Yes
3501-Alpha-917,Female,1,Yes,Yes,31,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.7,2253.7,Yes
4013-Alpha-918,Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),76.24,4955.6,No
4731-Alpha-919,Female,1,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,91.55,4669.05,Yes
4852-Gamma-920,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),102.62,2975.98,Yes
7117-Gamma-921,Male,1,No,Yes,60,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.64,4778.4,No
5596-Gamma-922,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,88.25,441.25,No
7293-Alpha-923,Female,0,No,No,51,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,80.24,4092.24,Yes
8761-Alpha-924,Male,0,No,No,36,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,70.83,2549.88,No
5843-Gamma-925,Male,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,80.8,4201.6,No
1472-Gamma-926,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),92.64,5558.4,No
4240-Gamma-927,Female,1,Yes,Yes,2,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),72.51,145.02,No
7144-Gamma-928,Male,1,No,No,51,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,108.17,5516.67,No
2112-Alpha-929,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),71.88,2731.44,No
9931-Alpha-930,Female,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,5893.6,Yes
4694-Beta-931,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),47.22,2030.46,No
7349-Gamma-932,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.44,1878.32,No
4278-Gamma-933,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.86,832.92,No
9341-Alpha-934,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,72.86,2622.96,Yes
6358-Beta-935,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.03,2258.83,No
4028-Alpha-936,Male,1,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,103.74,2593.5,No
9373-Alpha-937,Female,0,Yes,Yes,55,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.19,2540.45,Yes
8867-Gamma-938,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,101.03,3536.05,Yes
2593-Alpha-939,Female,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),16.63,698.46,No
7840-Gamma-940,Male,1,Yes,Yes,30,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,90.18,2705.4,No
1235-Alpha-941,Male,0,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.49,4070.54,Yes
1489-Alpha-942,Female,1,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,83.15,4074.35,No
5455-Alpha-943,Male,1,Yes,Yes,23,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),57.46,1321.58,Yes
8741-Gamma-944,Male,1,No,Yes,36,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.46,2248.56,No
3418-Gamma-945,Female,1,No,No,31,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.29,2209.99,Yes
9296-Gamma-946,Male,1,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.65,4886.95,Yes
4715-Gamma-947,Female,1,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.03,949.39,No
3551-Gamma-948,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.99,2729.7,Yes
1265-Alpha-949,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),47.73,1909.2,No
2948-Beta-950,Female,1,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.8,1101.6,Yes
1516-Beta-951,Female,1,Yes,No,28,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,53.28,1491.84,Yes
8986-Alpha-952,Female,1,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.86,2889.18,No
6527-Alpha-953,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,90.99,2456.73,No
9225-Alpha-954,Female,1,No,Yes,13,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.96,1013.48,Yes
6429-Beta-955,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),81.12,2433.6,No
3992-Alpha-956,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),107.09,2998.52,No
1336-Gamma-957,Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.16,6731.2,No
7575-Gamma-958,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.89,2432.17,No
8308-Gamma-959,Female,1,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.83,1462.86,No
4805-Alpha-960,Male,1,Yes,No,47,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),81.41,3826.27,Yes
4992-Beta-961,Male,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,14.37,459.84,No
3824-Beta-962,Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),103.84,5711.2,No
1977-Beta-963,Male,1,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,88.81,2841.92,Yes
9540-Beta-964,Female,0,No,Yes,14,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),79.9,1118.6,No
8610-Gamma-965,Female,1,No,No,21,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.27,1538.67,No
9728-Gamma-966,Male,1,No,No,61,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,60.03,3661.83,No
6488-Gamma-967,Female,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.39,1370.07,Yes
5775-Gamma-968,Male,0,No,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,62.5,125.0,Yes
5173-Gamma-969,Male,1,Yes,No,28,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.04,1373.12,No
4263-Beta-970,Male,1,No,Yes,25,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),81.51,2037.75,No
1892-Alpha-971,Male,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),122.23,7700.49,No
5656-Beta-972,Male,0,Yes,No,18,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,75.11,1351.98,No
9875-Gamma-973,Male,0,Yes,No,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,92.12,1473.92,Yes
3843-Alpha-974,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.31,4665.36,No
8276-Beta-975,Male,1,No,Yes,10,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),52.66,526.6,No
8244-Gamma-976,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),72.2,3826.6,No
5075-Gamma-977,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.34,2824.58,No
9043-Beta-978,Female,1,Yes,No,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,62.87,2703.41,No
4590-Gamma-979,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.76,2653.28,Yes
3441-Beta-980,Male,1,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.0,5772.0,No
9977-Beta-981,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,109.92,5166.24,Yes
3502-Gamma-982,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.88,626.96,Yes
7452-Alpha-983,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.68,3787.84,No
3655-Gamma-984,Male,0,No,Yes,49,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),54.19,2655.31,Yes
9576-Beta-985,Male,1,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),70.1,1191.7,No
1391-Beta-986,Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.39,2352.99,No
4720-Beta-987,Female,1,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,80.17,641.36,Yes
2659-Beta-988,Female,0,No,No,23,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,71.25,1638.75,Yes
6775-Beta-989,Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),113.25,1132.5,Yes
6472-Gamma-990,Female,1,No,No,29,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,59.32,1720.28,No
7191-Beta-991,Female,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,114.95,2413.95,No
3178-Alpha-992,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.35,1787.0,Yes
2082-Alpha-993,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.21,3363.03,No
5018-Alpha-994,Male,1,No,No,24,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,45.4,1089.6,No
4663-Alpha-995,Male,1,Yes,Yes,31,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,69.68,2160.08,No
8883-Gamma-996,Male,1,Yes,No,17,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,75.96,1291.32,No
